Wall time,Step,Value
1581879143.1390886,155,-1423.33740234375
1581879146.2518413,156,7286.37744140625
1581879149.9584496,157,-2489.89208984375
1581879152.7691207,158,1360.5772705078125
1581879155.6979203,159,602.83203125
1581879158.3786867,160,-82.71984100341797
1581879166.5294204,162,-5730.16259765625
1581879169.3412666,163,1378.2904052734375
1581879176.271731,165,4605.35986328125
1581879179.0468905,166,-2922.632080078125
1581879187.3607163,168,3891.580322265625
1581879196.0041199,169,2253.325927734375
1581879201.085809,170,-1437.7205810546875
